id,candidate,votes,state,county
2856,Obama,21774,MI,Lenawee
7444,Romney,22351,MI,Lenawee
2857,Obama,37186,MI,Livingston
7445,Romney,60000,MI,Livingston
2858,Obama,951,MI,Luce
7446,Romney,1501,MI,Luce
2859,Obama,2652,MI,Mackinac
7447,Romney,3396,MI,Mackinac
2860,Obama,207992,MI,Macomb
7448,Romney,191896,MI,Macomb
2861,Obama,6467,MI,Manistee
7449,Romney,5736,MI,Manistee
2862,Obama,18126,MI,Marquette
7450,Romney,13609,MI,Marquette
2863,Obama,6856,MI,Mason
7451,Romney,7580,MI,Mason
2864,Obama,7515,MI,Mecosta
7452,Romney,9175,MI,Mecosta
2865,Obama,5244,MI,Menominee
7453,Romney,5565,MI,Menominee
2866,Obama,17480,MI,Midland
7454,Romney,23942,MI,Midland
2867,Obama,2274,MI,Missaukee
7455,Romney,4665,MI,Missaukee
2868,Obama,36310,MI,Monroe
7456,Romney,35593,MI,Monroe
2869,Obama,11431,MI,Montcalm
7457,Romney,13624,MI,Montcalm
2870,Obama,2049,MI,Montmorency
7458,Romney,2928,MI,Montmorency
2871,Obama,44436,MI,Muskegon
7459,Romney,30882,MI,Muskegon
2872,Obama,8723,MI,Newaygo
7460,Romney,12458,MI,Newaygo
2873,Obama,349055,MI,Oakland
7461,Romney,296531,MI,Oakland
2874,Obama,5063,MI,Oceana
7462,Romney,6239,MI,Oceana
2875,Obama,4791,MI,Ogemaw
7463,Romney,5437,MI,Ogemaw
2876,Obama,1585,MI,Ontonagon
7464,Romney,1906,MI,Ontonagon
2877,Obama,3981,MI,Osceola
7465,Romney,6140,MI,Osceola
2878,Obama,1654,MI,Oscoda
7466,Romney,2308,MI,Oscoda
2879,Obama,4681,MI,Otsego
7467,Romney,7008,MI,Otsego
2880,Obama,43068,MI,Ottawa
7468,Romney,88503,MI,Ottawa
2881,Obama,3192,MI,Presque Isle
7469,Romney,3794,MI,Presque Isle
2882,Obama,6198,MI,Roscommon
7470,Romney,6701,MI,Roscommon
2883,Obama,54372,MI,Saginaw
7471,Romney,42716,MI,Saginaw
2886,Obama,7212,MI,Sanilac
7474,Romney,10961,MI,Sanilac
2887,Obama,1865,MI,Schoolcraft
7475,Romney,2142,MI,Schoolcraft
2888,Obama,17197,MI,Shiawassee
7476,Romney,15962,MI,Shiawassee
2884,Obama,33845,MI,St. Clair
7472,Romney,39076,MI,St. Clair
2885,Obama,10106,MI,St. Joseph
7473,Romney,12975,MI,St. Joseph
2889,Obama,11643,MI,Tuscola
7477,Romney,14517,MI,Tuscola
2890,Obama,16288,MI,Van Buren
7478,Romney,16140,MI,Van Buren
2891,Obama,120791,MI,Washtenaw
7479,Romney,56401,MI,Washtenaw
2892,Obama,595253,MI,Wayne
7480,Romney,213586,MI,Wayne
2893,Obama,5717,MI,Wexford
7481,Romney,7972,MI,Wexford
2894,Obama,4412,MN,Aitkin
7482,Romney,4533,MN,Aitkin
2895,Obama,88611,MN,Anoka
7483,Romney,93430,MN,Anoka
2896,Obama,6829,MN,Becker
7484,Romney,9204,MN,Becker
2897,Obama,11818,MN,Beltrami
7485,Romney,9637,MN,Beltrami
2898,Obama,8173,MN,Benton
7486,Romney,10849,MN,Benton
2899,Obama,1345,MN,Big Stone
7487,Romney,1385,MN,Big Stone
2900,Obama,18164,MN,Blue Earth
7488,Romney,14916,MN,Blue Earth
2901,Obama,5630,MN,Brown
7489,Romney,7938,MN,Brown
2902,Obama,11389,MN,Carlton
7490,Romney,6586,MN,Carlton
2903,Obama,20745,MN,Carver
7491,Romney,31155,MN,Carver
2904,Obama,6858,MN,Cass
7492,Romney,8957,MN,Cass
2905,Obama,3083,MN,Chippewa
7493,Romney,2967,MN,Chippewa
2906,Obama,12524,MN,Chisago
7494,Romney,16227,MN,Chisago
2907,Obama,15210,MN,Clay
7495,Romney,12920,MN,Clay
2908,Obama,1753,MN,Clearwater
7496,Romney,2359,MN,Clearwater
2909,Obama,1993,MN,Cook
7497,Romney,1221,MN,Cook
2910,Obama,2433,MN,Cottonwood
7498,Romney,3316,MN,Cottonwood
2911,Obama,14760,MN,Crow Wing
7499,Romney,19415,MN,Crow Wing
2912,Obama,116252,MN,Dakota
7500,Romney,109514,MN,Dakota
2913,Obama,4487,MN,Dodge
7501,Romney,5522,MN,Dodge
2914,Obama,8665,MN,Douglas
7502,Romney,11905,MN,Douglas
2915,Obama,3407,MN,Faribault
7503,Romney,4104,MN,Faribault
2916,Obama,5713,MN,Fillmore
7504,Romney,4913,MN,Fillmore
2917,Obama,9327,MN,Freeborn
7505,Romney,6970,MN,Freeborn
2918,Obama,12212,MN,Goodhue
7506,Romney,12986,MN,Goodhue
2919,Obama,1647,MN,Grant
7507,Romney,1748,MN,Grant
2920,Obama,423979,MN,Hennepin
7508,Romney,240073,MN,Hennepin
2921,Obama,5281,MN,Houston
7509,Romney,4951,MN,Houston
2922,Obama,4676,MN,Hubbard
7510,Romney,6622,MN,Hubbard
2923,Obama,8024,MN,Isanti
7511,Romney,11675,MN,Isanti
2924,Obama,12852,MN,Itasca
7512,Romney,10500,MN,Itasca
2925,Obama,2268,MN,Jackson
7513,Romney,3044,MN,Jackson
2926,Obama,3586,MN,Kanabec
7514,Romney,4319,MN,Kanabec
2927,Obama,9806,MN,Kandiyohi
7515,Romney,11239,MN,Kandiyohi
2928,Obama,1241,MN,Kittson
7516,Romney,1095,MN,Kittson
2929,Obama,3451,MN,Koochiching
7517,Romney,2841,MN,Koochiching
2930,Obama,1974,MN,Lac Qui Parle
7518,Romney,1938,MN,Lac Qui Parle
2931,Obama,4043,MN,Lake
7519,Romney,2610,MN,Lake
2932,Obama,859,MN,Lake of the Woods
7520,Romney,1306,MN,Lake of the Woods
2933,Obama,6753,MN,Le Sueur
7521,Romney,7714,MN,Le Sueur
2934,Obama,1428,MN,Lincoln
7522,Romney,1594,MN,Lincoln
2935,Obama,5465,MN,Lyon
7523,Romney,6595,MN,Lyon
2937,Obama,1276,MN,Mahnomen
7525,Romney,871,MN,Mahnomen
2938,Obama,1854,MN,Marshall
7526,Romney,2380,MN,Marshall
2939,Obama,4054,MN,Martin
7527,Romney,6657,MN,Martin
2936,Obama,6970,MN,McLeod
7524,Romney,11069,MN,McLeod
2940,Obama,4969,MN,Meeker
7528,Romney,6913,MN,Meeker
2941,Obama,5829,MN,Mille Lacs
7529,Romney,6951,MN,Mille Lacs
2942,Obama,6153,MN,Morrison
7530,Romney,10159,MN,Morrison
2943,Obama,11129,MN,Mower
7531,Romney,6938,MN,Mower
2944,Obama,2160,MN,Murray
7532,Romney,2504,MN,Murray
2945,Obama,9652,MN,Nicollet
7533,Romney,8214,MN,Nicollet
2946,Obama,3793,MN,Nobles
7534,Romney,4581,MN,Nobles
2947,Obama,1730,MN,Norman
7535,Romney,1384,MN,Norman
2948,Obama,39338,MN,Olmsted
7536,Romney,36832,MN,Olmsted
2949,Obama,12165,MN,Otter Tail
7537,Romney,18860,MN,Otter Tail
2950,Obama,3024,MN,Pennington
7538,Romney,3304,MN,Pennington
2951,Obama,6750,MN,Pine
7539,Romney,6845,MN,Pine
2952,Obama,1728,MN,Pipestone
7540,Romney,2828,MN,Pipestone
2953,Obama,6773,MN,Polk
7541,Romney,7615,MN,Polk
2954,Obama,2981,MN,Pope
7542,Romney,3142,MN,Pope
2955,Obama,184936,MN,Ramsey
7543,Romney,86799,MN,Ramsey
2956,Obama,928,MN,Red Lake
7544,Romney,978,MN,Red Lake
2957,Obama,3008,MN,Redwood
7545,Romney,4570,MN,Redwood
2958,Obama,3394,MN,Renville
7546,Romney,4149,MN,Renville
2959,Obama,17054,MN,Rice
7547,Romney,14380,MN,Rice
2960,Obama,1945,MN,Rock
7548,Romney,2810,MN,Rock
2961,Obama,2772,MN,Roseau
7549,Romney,4409,MN,Roseau
2963,Obama,29714,MN,Scott
7551,Romney,40321,MN,Scott
2964,Obama,17597,MN,Sherburne
7552,Romney,27848,MN,Sherburne
2965,Obama,2916,MN,Sibley
7553,Romney,4693,MN,Sibley
2962,Obama,74177,MN,St. Louis
7550,Romney,39675,MN,St. Louis
2966,Obama,33552,MN,Stearns
7554,Romney,43015,MN,Stearns
2967,Obama,8706,MN,Steele
7555,Romney,9903,MN,Steele
2968,Obama,2742,MN,Stevens
7556,Romney,2766,MN,Stevens
2969,Obama,2751,MN,Swift
7557,Romney,2248,MN,Swift
2970,Obama,4819,MN,Todd
7558,Romney,6719,MN,Todd
2971,Obama,942,MN,Traverse
7559,Romney,860,MN,Traverse
2972,Obama,5415,MN,Wabasha
7560,Romney,6049,MN,Wabasha
2973,Obama,2492,MN,Wadena
7561,Romney,4143,MN,Wadena
2974,Obama,4370,MN,Waseca
7562,Romney,5116,MN,Waseca
2975,Obama,70203,MN,Washington
7563,Romney,69137,MN,Washington
2976,Obama,2494,MN,Watonwan
7564,Romney,2517,MN,Watonwan
2977,Obama,1258,MN,Wilkin
7565,Romney,1884,MN,Wilkin
2978,Obama,14980,MN,Winona
7566,Romney,11480,MN,Winona
2979,Obama,26584,MN,Wright
7567,Romney,41460,MN,Wright
2980,Obama,2465,MN,Yellow Medicine
7568,Romney,2806,MN,Yellow Medicine
2981,Obama,4218,MO,Adair
7569,Romney,5648,MO,Adair
2982,Obama,2649,MO,Andrew
7570,Romney,5457,MO,Andrew
2983,Obama,756,MO,Atchison
7571,Romney,1902,MO,Atchison
2984,Obama,3538,MO,Audrain
7572,Romney,6186,MO,Audrain
2985,Obama,3667,MO,Barry
7573,Romney,9832,MO,Barry
2986,Obama,1232,MO,Barton
7574,Romney,4416,MO,Barton
2987,Obama,2557,MO,Bates
7575,Romney,5020,MO,Bates
2988,Obama,2925,MO,Benton
7576,Romney,6069,MO,Benton
2989,Obama,1213,MO,Bollinger
7577,Romney,4094,MO,Bollinger
2990,Obama,39782,MO,Boone
7578,Romney,37343,MO,Boone
2991,Obama,15594,MO,Buchanan
7579,Romney,18660,MO,Buchanan
2992,Obama,4363,MO,Butler
7580,Romney,12248,MO,Butler
2993,Obama,1313,MO,Caldwell
7581,Romney,2724,MO,Caldwell
2994,Obama,6070,MO,Callaway
7582,Romney,11742,MO,Callaway
2995,Obama,6458,MO,Camden
7583,Romney,15089,MO,Camden
2996,Obama,9713,MO,Cape Girardeau
7584,Romney,25343,MO,Cape Girardeau
2997,Obama,1154,MO,Carroll
7585,Romney,3072,MO,Carroll
2998,Obama,754,MO,Carter
7586,Romney,1978,MO,Carter
2999,Obama,17044,MO,Cass
7587,Romney,30912,MO,Cass
3000,Obama,1536,MO,Cedar
7588,Romney,4375,MO,Cedar
3001,Obama,1339,MO,Chariton
7589,Romney,2402,MO,Chariton
3002,Obama,9809,MO,Christian
7590,Romney,27465,MO,Christian
3003,Obama,1398,MO,Clark
7591,Romney,1730,MO,Clark
3004,Obama,47250,MO,Clay
7592,Romney,56131,MO,Clay
3005,Obama,3685,MO,Clinton
7593,Romney,5904,MO,Clinton
3006,Obama,12003,MO,Cole
7594,Romney,24488,MO,Cole
3007,Obama,2474,MO,Cooper
7595,Romney,4887,MO,Cooper
3008,Obama,2951,MO,Crawford
7596,Romney,6434,MO,Crawford
3009,Obama,939,MO,Dade
7597,Romney,2895,MO,Dade
3010,Obama,2122,MO,Dallas
7598,Romney,4992,MO,Dallas
3011,Obama,1124,MO,Daviess
7599,Romney,2282,MO,Daviess
3012,Obama,1194,MO,DeKalb
7600,Romney,3056,MO,DeKalb
3013,Obama,1585,MO,Dent
7601,Romney,4883,MO,Dent
3014,Obama,1709,MO,Douglas
7602,Romney,4649,MO,Douglas
3015,Obama,3635,MO,Dunklin
7603,Romney,6849,MO,Dunklin
3016,Obama,16294,MO,Franklin
7604,Romney,29271,MO,Franklin
3017,Obama,2099,MO,Gasconade
7605,Romney,4895,MO,Gasconade
3018,Obama,937,MO,Gentry
7606,Romney,1986,MO,Gentry
3019,Obama,46130,MO,Greene
7607,Romney,76786,MO,Greene
3020,Obama,1212,MO,Grundy
7608,Romney,3030,MO,Grundy
3021,Obama,984,MO,Harrison
7609,Romney,2624,MO,Harrison
3022,Obama,3604,MO,Henry
7610,Romney,6229,MO,Henry
3023,Obama,1733,MO,Hickory
7611,Romney,2835,MO,Hickory
3024,Obama,551,MO,Holt
7612,Romney,1725,MO,Holt
3025,Obama,1722,MO,Howard
7613,Romney,3012,MO,Howard
3026,Obama,4393,MO,Howell
7614,Romney,11541,MO,Howell
3027,Obama,1669,MO,Iron
7615,Romney,2252,MO,Iron
3028,Obama,180100,MO,Jackson
7616,Romney,121891,MO,Jackson
3029,Obama,12808,MO,Jasper
7617,Romney,31345,MO,Jasper
3030,Obama,41570,MO,Jefferson
7618,Romney,53973,MO,Jefferson
3031,Obama,7661,MO,Johnson
7619,Romney,12750,MO,Johnson
3032,Obama,698,MO,Knox
7620,Romney,1205,MO,Knox
3033,Obama,4093,MO,LaClede
7621,Romney,10934,MO,LaClede
3034,Obama,5650,MO,Lafayette
7622,Romney,9800,MO,Lafayette
3035,Obama,4014,MO,Lawrence
7623,Romney,11417,MO,Lawrence
3036,Obama,1507,MO,Lewis
7624,Romney,2677,MO,Lewis
3037,Obama,7733,MO,Lincoln
7625,Romney,14330,MO,Lincoln
3038,Obama,2031,MO,Linn
7626,Romney,3331,MO,Linn
3039,Obama,1906,MO,Livingston
7627,Romney,4006,MO,Livingston
3041,Obama,2309,MO,Macon
7629,Romney,4700,MO,Macon
3042,Obama,1588,MO,Madison
7630,Romney,3227,MO,Madison
3043,Obama,1299,MO,Maries
7631,Romney,3165,MO,Maries
3044,Obama,4034,MO,Marion
7632,Romney,7926,MO,Marion
3040,Obama,1920,MO,McDonald
7628,Romney,5694,MO,McDonald
3045,Obama,353,MO,Mercer
7633,Romney,1255,MO,Mercer
3046,Obama,2651,MO,Miller
7634,Romney,8099,MO,Miller
3047,Obama,1857,MO,Mississippi
7635,Romney,2996,MO,Mississippi
3048,Obama,1608,MO,Moniteau
7636,Romney,4703,MO,Moniteau
3049,Obama,1398,MO,Monroe
7637,Romney,2564,MO,Monroe
3050,Obama,1734,MO,Montgomery
7638,Romney,3486,MO,Montgomery
3051,Obama,2773,MO,Morgan
7639,Romney,5733,MO,Morgan
3052,Obama,2814,MO,New Madrid
7640,Romney,4284,MO,New Madrid
3053,Obama,6425,MO,Newton
7641,Romney,18179,MO,Newton
3054,Obama,3172,MO,Nodaway
7642,Romney,5593,MO,Nodaway
3055,Obama,1419,MO,Oregon
7643,Romney,2886,MO,Oregon
3056,Obama,1472,MO,Osage
7644,Romney,5330,MO,Osage
3057,Obama,1261,MO,Ozark
7645,Romney,3080,MO,Ozark
3058,Obama,2671,MO,Pemiscot
7646,Romney,3596,MO,Pemiscot
3059,Obama,2184,MO,Perry
7647,Romney,5669,MO,Perry
3060,Obama,5902,MO,Pettis
7648,Romney,10840,MO,Pettis
3061,Obama,5798,MO,Phelps
7649,Romney,11893,MO,Phelps
3062,Obama,2581,MO,Pike
7650,Romney,4576,MO,Pike
3063,Obama,19171,MO,Platte
7651,Romney,25617,MO,Platte
3064,Obama,3580,MO,Polk
7652,Romney,9252,MO,Polk
3065,Obama,4199,MO,Pulaski
7653,Romney,9092,MO,Pulaski
3066,Obama,587,MO,Putnam
7654,Romney,1673,MO,Putnam
3067,Obama,1736,MO,Ralls
7655,Romney,3231,MO,Ralls
3068,Obama,3031,MO,Randolph
7656,Romney,6667,MO,Randolph
3069,Obama,4264,MO,Ray
7657,Romney,5805,MO,Ray
3070,Obama,1155,MO,Reynolds
7658,Romney,1927,MO,Reynolds
3071,Obama,1396,MO,Ripley
7659,Romney,3743,MO,Ripley
3078,Obama,3785,MO,Saline
7666,Romney,5096,MO,Saline
3079,Obama,697,MO,Schuyler
7667,Romney,1174,MO,Schuyler
3080,Obama,643,MO,Scotland
7668,Romney,1246,MO,Scotland
3081,Obama,5122,MO,Scott
7669,Romney,11623,MO,Scott
3082,Obama,1300,MO,Shannon
7670,Romney,2260,MO,Shannon
3083,Obama,966,MO,Shelby
7671,Romney,2188,MO,Shelby
3072,Obama,71798,MO,St. Charles
7660,Romney,110732,MO,St. Charles
3073,Obama,1460,MO,St. Clair
7661,Romney,3019,MO,St. Clair
3074,Obama,8837,MO,St. Francois
7662,Romney,13248,MO,St. Francois
3076,Obama,116654,MO,St. Louis City
7664,Romney,22617,MO,St. Louis City
3075,Obama,294735,MO,St. Louis County
7663,Romney,223102,MO,St. Louis County
3077,Obama,3813,MO,Ste. Genevieve
7665,Romney,4055,MO,Ste. Genevieve
3084,Obama,3153,MO,Stoddard
7672,Romney,9496,MO,Stoddard
3085,Obama,3920,MO,Stone
7673,Romney,11780,MO,Stone
3086,Obama,908,MO,Sullivan
7674,Romney,1610,MO,Sullivan
3087,Obama,5462,MO,Taney
7675,Romney,15713,MO,Taney
3088,Obama,2871,MO,Texas
7676,Romney,7618,MO,Texas
3089,Obama,2580,MO,Vernon
7677,Romney,5756,MO,Vernon
3090,Obama,5219,MO,Warren
7678,Romney,9150,MO,Warren
3091,Obama,3402,MO,Washington
7679,Romney,5008,MO,Washington
3092,Obama,1811,MO,Wayne
7680,Romney,3790,MO,Wayne
3093,Obama,4407,MO,Webster
7681,Romney,10702,MO,Webster
3094,Obama,341,MO,Worth
7682,Romney,664,MO,Worth
3095,Obama,1953,MO,Wright
7683,Romney,5831,MO,Wright
3096,Obama,7999,MS,Adams
7684,Romney,5542,MS,Adams
3097,Obama,3449,MS,Alcorn
7685,Romney,11027,MS,Alcorn
3098,Obama,3218,MS,Amite
7686,Romney,4393,MS,Amite
3099,Obama,3368,MS,Attala
7687,Romney,4452,MS,Attala
3100,Obama,2026,MS,Benton
7688,Romney,2030,MS,Benton
3101,Obama,9772,MS,Bolivar
7689,Romney,4346,MS,Bolivar
3102,Obama,2250,MS,Calhoun
7690,Romney,3961,MS,Calhoun
3103,Obama,1990,MS,Carroll
7691,Romney,3953,MS,Carroll
3104,Obama,3914,MS,Chickasaw
7692,Romney,3601,MS,Chickasaw
3105,Obama,1283,MS,Choctaw
7693,Romney,2533,MS,Choctaw
3106,Obama,4633,MS,Claiborne
7694,Romney,608,MS,Claiborne
3107,Obama,2695,MS,Clarke
7695,Romney,4415,MS,Clarke
3108,Obama,5860,MS,Clay
7696,Romney,3735,MS,Clay
3109,Obama,7164,MS,Coahoma
7697,Romney,2356,MS,Coahoma
3110,Obama,7201,MS,Copiah
7698,Romney,5714,MS,Copiah
3111,Obama,3800,MS,Covington
7699,Romney,5282,MS,Covington
3112,Obama,20979,MS,DeSoto
7700,Romney,42399,MS,DeSoto
3113,Obama,12079,MS,Forrest
7701,Romney,15339,MS,Forrest
3114,Obama,1706,MS,Franklin
7702,Romney,2705,MS,Franklin
3115,Obama,1352,MS,George
7703,Romney,8353,MS,George
3116,Obama,1325,MS,Greene
7704,Romney,4528,MS,Greene
3117,Obama,5279,MS,Grenada
7705,Romney,5980,MS,Grenada
3118,Obama,3879,MS,Hancock
7706,Romney,12859,MS,Hancock
3119,Obama,22242,MS,Harrison
7707,Romney,38646,MS,Harrison
3120,Obama,70512,MS,Hinds
7708,Romney,26450,MS,Hinds
3121,Obama,6775,MS,Holmes
7709,Romney,1264,MS,Holmes
3122,Obama,3399,MS,Humphreys
7710,Romney,1069,MS,Humphreys
3123,Obama,479,MS,Issaquena
7711,Romney,302,MS,Issaquena
3124,Obama,1599,MS,Itawamba
7712,Romney,6925,MS,Itawamba
3125,Obama,15452,MS,Jackson
7713,Romney,33262,MS,Jackson
3126,Obama,5097,MS,Jasper
7714,Romney,4193,MS,Jasper
3128,Obama,4094,MS,Jeff Davis
7716,Romney,2439,MS,Jeff Davis
3127,Obama,3508,MS,Jefferson
7715,Romney,431,MS,Jefferson
3129,Obama,9146,MS,Jones
7717,Romney,20635,MS,Jones
3130,Obama,3239,MS,Kemper
7718,Romney,1789,MS,Kemper
3131,Obama,7098,MS,Lafayette
7719,Romney,9772,MS,Lafayette
3132,Obama,5037,MS,Lamar
7720,Romney,17472,MS,Lamar
3133,Obama,12642,MS,Lauderdale
7721,Romney,17322,MS,Lauderdale
3134,Obama,2394,MS,Lawrence
7722,Romney,4153,MS,Lawrence
3135,Obama,3599,MS,Leake
7723,Romney,4283,MS,Leake
3136,Obama,12043,MS,Lee
7724,Romney,22004,MS,Lee
3137,Obama,8423,MS,Leflore
7725,Romney,3115,MS,Leflore
3138,Obama,4879,MS,Lincoln
7726,Romney,9333,MS,Lincoln
3139,Obama,12037,MS,Lowndes
7727,Romney,12399,MS,Lowndes
3140,Obama,20722,MS,Madison
7728,Romney,28507,MS,Madison
3141,Obama,3833,MS,Marion
7729,Romney,7118,MS,Marion
3142,Obama,9581,MS,Marshall
7730,Romney,6444,MS,Marshall
3143,Obama,6990,MS,Monroe
7731,Romney,9661,MS,Monroe
3144,Obama,2245,MS,Montgomery
7732,Romney,2543,MS,Montgomery
3145,Obama,3030,MS,Neshoba
7733,Romney,7772,MS,Neshoba
3146,Obama,3069,MS,Newton
7734,Romney,5909,MS,Newton
3147,Obama,4920,MS,Noxubee
7735,Romney,1325,MS,Noxubee
3148,Obama,8030,MS,Oktibbeha
7736,Romney,7728,MS,Oktibbeha
3149,Obama,9079,MS,Panola
7737,Romney,7629,MS,Panola
3150,Obama,3813,MS,Pearl River
7738,Romney,15836,MS,Pearl River
3151,Obama,1519,MS,Perry
7739,Romney,4110,MS,Perry
3152,Obama,9304,MS,Pike
7740,Romney,7986,MS,Pike
3153,Obama,2785,MS,Pontotoc
7741,Romney,9403,MS,Pontotoc
3154,Obama,2817,MS,Prentiss
7742,Romney,7075,MS,Prentiss
3155,Obama,2837,MS,Quitman
7743,Romney,1116,MS,Quitman
3156,Obama,14425,MS,Rankin
7744,Romney,46318,MS,Rankin
3157,Obama,4774,MS,Scott
7745,Romney,5728,MS,Scott
3158,Obama,1571,MS,Sharkey
7746,Romney,675,MS,Sharkey
3159,Obama,4723,MS,Simpson
7747,Romney,7424,MS,Simpson
3160,Obama,1979,MS,Smith
7748,Romney,6049,MS,Smith
3161,Obama,1794,MS,Stone
7749,Romney,4924,MS,Stone
3162,Obama,7989,MS,Sunflower
7750,Romney,2907,MS,Sunflower
3163,Obama,3838,MS,Tallahatchie
7751,Romney,2480,MS,Tallahatchie
3164,Obama,4572,MS,Tate
7752,Romney,6666,MS,Tate
3165,Obama,2254,MS,Tippah
7753,Romney,6625,MS,Tippah
3166,Obama,1623,MS,Tishomingo
7754,Romney,6070,MS,Tishomingo
3167,Obama,3371,MS,Tunica
7755,Romney,867,MS,Tunica
3168,Obama,2481,MS,Union
7756,Romney,7759,MS,Union
3169,Obama,3386,MS,Walthall
7757,Romney,4012,MS,Walthall
3170,Obama,9899,MS,Warren
7758,Romney,9390,MS,Warren
3171,Obama,12188,MS,Washington
7759,Romney,4870,MS,Washington
3172,Obama,4116,MS,Wayne
7760,Romney,6080,MS,Wayne
3173,Obama,1087,MS,Webster
7761,Romney,3684,MS,Webster
3174,Obama,2940,MS,Wilkinson
7762,Romney,1275,MS,Wilkinson
3175,Obama,4557,MS,Winston
7763,Romney,5147,MS,Winston
3176,Obama,2984,MS,Yalobusha
7764,Romney,3261,MS,Yalobusha
3177,Obama,6220,MS,Yazoo
7765,Romney,4560,MS,Yazoo
3178,Obama,1347,MT,Beaverhead
7766,Romney,3251,MT,Beaverhead
3179,Obama,2830,MT,Big Horn
7767,Romney,1655,MT,Big Horn
3180,Obama,1598,MT,Blaine
7768,Romney,1169,MT,Blaine
1244,Obama,761,MT,Broadwater
5832,Romney,2150,MT,Broadwater
1245,Obama,2126,MT,Carbon
5833,Romney,3513,MT,Carbon
1246,Obama,96,MT,Carter
5834,Romney,678,MT,Carter
1247,Obama,14949,MT,Cascade
5835,Romney,18039,MT,Cascade
1248,Obama,969,MT,Chouteau
5836,Romney,1751,MT,Chouteau
1249,Obama,1824,MT,Custer
5837,Romney,3353,MT,Custer
1250,Obama,236,MT,Daniels
5838,Romney,735,MT,Daniels
1251,Obama,1219,MT,Dawson
5839,Romney,3024,MT,Dawson
1252,Obama,2829,MT,Deer Lodge
5840,Romney,1431,MT,Deer Lodge
1253,Obama,236,MT,Fallon
5841,Romney,1123,MT,Fallon
1254,Obama,1628,MT,Fergus
5842,Romney,4243,MT,Fergus
1255,Obama,13534,MT,Flathead
5843,Romney,27694,MT,Flathead
1256,Obama,21534,MT,Gallatin
5844,Romney,24051,MT,Gallatin
1257,Obama,66,MT,Garfield
5845,Romney,622,MT,Garfield
1258,Obama,2784,MT,Glacier
5846,Romney,1391,MT,Glacier
1259,Obama,110,MT,Golden Valley
5847,Romney,351,MT,Golden Valley
1260,Obama,533,MT,Granite
5848,Romney,1107,MT,Granite
1261,Obama,3372,MT,Hill
5849,Romney,3133,MT,Hill
1262,Obama,2256,MT,Jefferson
5850,Romney,4042,MT,Jefferson
1263,Obama,336,MT,Judith Basin
5851,Romney,852,MT,Judith Basin
1264,Obama,5715,MT,Lake
5852,Romney,7084,MT,Lake
1265,Obama,15479,MT,Lewis and Clark
5853,Romney,16673,MT,Lewis and Clark
1266,Obama,257,MT,Liberty
5854,Romney,698,MT,Liberty
1267,Obama,2544,MT,Lincoln
5855,Romney,6045,MT,Lincoln
1269,Obama,1285,MT,Madison
5857,Romney,3115,MT,Madison
1268,Obama,221,MT,McCone
5856,Romney,742,MT,McCone
1270,Obama,269,MT,Meagher
5858,Romney,670,MT,Meagher
1271,Obama,698,MT,Mineral
5859,Romney,1212,MT,Mineral
1272,Obama,34380,MT,Missoula
5860,Romney,23285,MT,Missoula
1273,Obama,482,MT,Musselshell
5861,Romney,1792,MT,Musselshell
1274,Obama,3728,MT,Park
5862,Romney,4637,MT,Park
1275,Obama,49,MT,Petroleum
5863,Romney,240,MT,Petroleum
1276,Obama,471,MT,Phillips
5864,Romney,1688,MT,Phillips
1277,Obama,969,MT,Pondera
5865,Romney,1666,MT,Pondera
1278,Obama,170,MT,Powder River
5866,Romney,833,MT,Powder River
1279,Obama,884,MT,Powell
5867,Romney,1798,MT,Powell
1280,Obama,167,MT,Prairie
5868,Romney,518,MT,Prairie
1281,Obama,6466,MT,Ravalli
5869,Romney,12817,MT,Ravalli
1282,Obama,992,MT,Richland
5870,Romney,3479,MT,Richland
1283,Obama,2044,MT,Roosevelt
5871,Romney,1503,MT,Roosevelt
1284,Obama,1478,MT,Rosebud
5872,Romney,2035,MT,Rosebud
1285,Obama,1716,MT,Sanders
5873,Romney,3971,MT,Sanders
1286,Obama,661,MT,Sheridan
5874,Romney,1203,MT,Sheridan
1287,Obama,10782,MT,Silver Bow
5875,Romney,5374,MT,Silver Bow
1288,Obama,1209,MT,Stillwater
5876,Romney,3237,MT,Stillwater
1289,Obama,473,MT,Sweet Grass
5877,Romney,1584,MT,Sweet Grass
1290,Obama,1073,MT,Teton
5878,Romney,2091,MT,Teton
1291,Obama,582,MT,Toole
5879,Romney,1440,MT,Toole
1292,Obama,114,MT,Treasure
5880,Romney,317,MT,Treasure
1293,Obama,1386,MT,Valley
5881,Romney,2337,MT,Valley
1294,Obama,272,MT,Wheatland
5882,Romney,690,MT,Wheatland
1295,Obama,25,MT,Wibaux
5883,Romney,421,MT,Wibaux
1296,Obama,26275,MT,Yellowstone
5884,Romney,40421,MT,Yellowstone
1297,Obama,28341,NC,Alamance
5885,Romney,37712,NC,Alamance
1298,Obama,4591,NC,Alexander
5886,Romney,12207,NC,Alexander
1299,Obama,1574,NC,Alleghany
5887,Romney,3378,NC,Alleghany
1300,Obama,6894,NC,Anson
5888,Romney,4125,NC,Anson
1301,Obama,4100,NC,Ashe
5889,Romney,8207,NC,Ashe
1302,Obama,1861,NC,Avery
5890,Romney,5708,NC,Avery
1303,Obama,9399,NC,Beaufort
5891,Romney,13918,NC,Beaufort
1304,Obama,6537,NC,Bertie
